bodywork_type,brand,city,color,doors,fuel_type,kilometers,model,motor,price,state,transmission,year
Camioneta,Nissan,Usaquen,Dorado,5.0,Gasolina,145000.0,X-Trail,2.5,28600000.0,Bogota D.C.,Automatica,2003.0
Sedan,Mazda,Fontibon,Azul,4.0,Gasolina,88000.0,323,1.3,12500000.0,Bogota D.C.,Mecanica,2003.0
Hatchback,Chevrolet,Duitama,Blanco,5.0,Gasolina,192917.0,Sprint,1.0,11500000.0,Boyaca,Mecanica,2003.0
Hatchback,Mazda,La Ceja,Blanco,4.0,Gasolina,161950.0,ALLEGRO,1.6,14600000.0,Antioquia,Mecanica,2003.0
Sedan,Honda,Medellin,Blanco,4.0,Gasolina,174374.0,Civic,1.7,14990000.0,Antioquia,Mecanica,2003.0
Sedan,Peugeot,Suba,Gris,5.0,Gasolina,185934.0,206,2.0,13500000.0,Bogota D.C.,Mecanica,2003.0
Camioneta,Hyundai,Suba,Blanco,4.0,Gasolina,141128.0,Elantra,1.6,13800000.0,Bogota D.C.,Automatica,2003.0
Hatchback,Renault,Suba,Blanco,5.0,Gasolina,146713.0,Clio,1.4,14500000.0,Bogota D.C.,Mecanica,2003.0
Camioneta,Toyota,Aguachica,Rojo,4.0,Gasolina,218000.0,Hilux,2.5,25000000.0,Cesar,Mecanica,1998.0
Pick-Up,Nissan,Cartagena De Indias,Blanco,2.0,Gasolina,130000.0,D22,2.4,35000000.0,Bolivar,Mecanica,1998.0
Camioneta,Toyota,Valledupar,Gris,2.0,Gasolina,80000.0,Land Cruiser,1.6,59000000.0,Cesar,Mecanica,1998.0
Camioneta,Chevrolet,Santa Rosa Del Sur,Gris,5.0,Gasolina,160.0,Vitara,1.6,17500000.0,Bolivar,Mecanica,1998.0
Pick-Up,Chevrolet,Turbaco,Blanco,2.0,Gasolina,230000.0,Cheyenne,5.7,13000000.0,Bolivar,Mecanica,1998.0
Sedan,Chevrolet,Bucaramanga,Gris,4.0,Gasolina,165000.0,Corsa,1.4,9000000.0,Santander,Mecanica,1998.0
Camioneta,Toyota,Bucaramanga,Gris,5.0,Gasolina,213000.0,RAV4,2.0,22000000.0,Santander,Mecanica,1998.0
Pick-Up,Chevrolet,Ibague,Blanco,2.0,Gasolina,1500.0,Cheyenne,4.3,27000000.0,Tolima,Mecanica,1998.0
Camioneta,Mazda,Bosa,Blanco,4.0,Gasolina,189000.0,3ALN6M,1.6,10000000.0,Bogota D.C.,Mecanica,1998.0
Hatchback,Daewoo,Yumbo,Blanco,5.0,Gasolina,1400.0,Lanos,1.5,9500000.0,Valle Del Cauca,Mecanica,1998.0
Sedan,Hyundai,Medellin,Blanco,4.0,Gasolina,200000.0,Accent,1.3,8000000.0,Antioquia,Mecanica,1998.0
Sedan,Renault,Ciudad Bolivar,Rojo,4.0,Gasolina,180000.0,R9,1.4,10000000.0,Bogota D.C.,Mecanica,1998.0
Sedan,Chevrolet,Ciudad Bolivar,Gris,4.0,Gasolina,76000.0,Swift,1.3,11000000.0,Bogota D.C.,Mecanica,1998.0
Pick-Up,Chevrolet,Tunja,Azul,2.0,Gasolina,1.0,LUV,2.3,31000000.0,Boyaca,Mecanica,1998.0
Sedan,Chevrolet,Medellin,Gris,4.0,Gasolina,194000.0,Corsa,1.4,8500000.0,Antioquia,Mecanica,1998.0
Hatchback,Hyundai,Medellin,Blanco,4.0,Gasolina,1.0,Accent,1.6,7500000.0,Antioquia,Mecanica,1998.0
Sedan,Mazda,Girardota,Gris,5.0,Gasolina y gas,200000.0,323,1.6,8600000.0,Antioquia,Mecanica,1998.0
Sedan,Mitsubishi,Suba,Gris,5.0,Gasolina,260000.0,Lancer,1300,11000000.0,Bogota D.C.,Mecanica,1998.0
Sedan,Huinday accent,San Pelayo,Blanco,4.0,Gasolina y gas,123456.0,1998,2.0,7000000.0,Cordoba,Mecanica,1998.0
Sedan,Fiat,Puente Aranda,Blanco,4.0,Gasolina,88000.0,Siena,1.3,10499999.0,Bogota D.C.,Mecanica,1998.0
Hatchback,Chevrolet,Cali,Blanco,4.0,Gasolina,349000.0,LUV,1.6,29500000.0,Valle Del Cauca,Mecanica,1998.0
Hatchback,Daewoo,Medellin,Gris,5.0,Gasolina,194118.0,Lanos,1.5,7000000.0,Antioquia,Mecanica,1998.0
Sedan,Renault,Medellin,Gris,4.0,Gasolina,245000.0,R9,1.6,5000000.0,Antioquia,Mecanica,1998.0
Camioneta,Kia,Tunjuelito,Gris,2.0,Gasolina,130.0,Pride,1.6,5600000.0,Bogota D.C.,Mecanica,1998.0
Hatchback,Daewoo,Usme,Blanco,5.0,Gasolina,158000.0,Tico,0.8,7900000.0,Bogota D.C.,Mecanica,1998.0
Hatchback,Chevrolet,Tunjuelito,Blanco,5.0,Gasolina,143932.0,Corsa,1.4,8000000.0,Bogota D.C.,Mecanica,1998.0
Camioneta,Honda,Tunja,Blanco,5.0,Gasolina,260000.0,CR-V,2.0,18500000.0,Boyaca,Mecanica,1998.0
Sedan,Daewoo,Puente Aranda,Verde,4.0,Gasolina,229000.0,Lanos,1.5,9000000.0,Bogota D.C.,Mecanica,1998.0
SUV,Honda,Monteria,Blanco,5.0,Gasolina,250000.0,CR-V,1.6,20000000.0,Cordoba,Automatica,1998.0
Pick-Up,Mazda,Pereira,Gris,2.0,Gasolina,205000.0,B2600,2.6,32000000.0,Risaralda,Mecanica,1998.0
Hatchback,SEAT,Medellin,Verde,5.0,Gasolina,260000.0,Ibiza,1.4 MPI (Multi Punto Inyeccion),6000000.0,Antioquia,Mecanica,1998.0
Camioneta,Chevrolet,Medellin,Rojo,2.0,Gasolina,300000.0,Rodeo,2.6,38000000.0,Antioquia,Mecanica,1998.0
Sedan,Renault,Villavicencio,Rojo,4.0,Gasolina,42000.0,R9,1.4,8500000.0,Meta,Mecanica,1998.0
Sedan,Kia,Ciudad Bolivar,Blanco,4.0,Gasolina,225000.0,Sephia ii,1.5,9800000.0,Bogota D.C.,Mecanica,1998.0
Camioneta,Chevrolet,Bosa,Blanco,2.0,Gasolina,57800.0,LUV,isuso,28000000.0,Bogota D.C.,Mecanica,1998.0
Camioneta,Toyota,Medellin,Verde,5.0,Gasolina,325000.0,4Runner,3.4,36000000.0,Antioquia,Automatica,1998.0
Sedan,Renault,Santa Fe Antioquia,Blanco,4.0,Gasolina,1.0,R19,1.8,7000000.0,Antioquia,Mecanica,1998.0
Hatchback,Daewoo,Honda,Blanco,5.0,Gasolina,244896.0,Tico,0.8,6500000.0,Tolima,Mecanica,1998.0
Hatchback,Kia,Bogota,Blanco,5.0,Gasolina,165000.0,Pride,1.3,8000000.0,Cundinamarca,Mecanica,1998.0
Camioneta,Chevrolet,Medellin,Blanco,5.0,Gasolina,200000.0,Carry,1.6,13000000.0,Antioquia,Mecanica,1998.0
Camioneta,Nissan,Armenia,Gris,5.0,Gasolina,200000.0,Pathfinder,1.6,20000000.0,Quindio,Automatica,1998.0
Hatchback,Chevrolet,Popayan,Gris,5.0,Gasolina,1300.0,Corsa,1.4,10000000.0,Cauca,Mecanica,1998.0
Pick-Up,Toyota,Pereira,Blanco,2.0,Gasolina,414000.0,Land Cruiser,4.5,90000000.0,Risaralda,Mecanica,1998.0
Camioneta,Ford,Barrios Unidos,Blanco,5.0,Gasolina,257500.0,Explorer,4.0,17800000.0,Bogota D.C.,Mecanica,1998.0
Sedan,Honda,Usme,Blanco,4.0,Gasolina,220000.0,Civic,1.6,10500000.0,Bogota D.C.,Mecanica,1998.0
Hatchback,Chevrolet,Villamaria,Gris,5.0,Gasolina,169950.0,Corsa,1.4,8800000.0,Caldas,Mecanica,1998.0
Sedan,Hyundai,Medellin,Gris,4.0,Gasolina,160000.0,Accent,1.3,7500000.0,Antioquia,Mecanica,1998.0
Pick-Up,Ford,Neiva,Blanco,2.0,Gasolina,173000.0,F-150,5.4,24600000.0,Huila,Mecanica,1998.0
Camioneta,Chevrolet,Barrios Unidos,Azul,5.0,Gasolina,196000.0,Blazer,4.3,12800000.0,Bogota D.C.,Automatica,1997.0
Sedan,Chevrolet,Medellin,Gris,4.0,Gasolina,150000.0,Swift,1.3,6700000.0,Antioquia,Mecanica,1997.0
Pick-Up,Chevrolet,Barrios Unidos,Gris,2.0,Gasolina,195000.0,LUV,2.3,26800000.0,Bogota D.C.,Mecanica,1997.0
Camioneta,Mitsubishi,Martires,Verde,3.0,Gasolina y gas,262000.0,Montero,1.6,34500000.0,Bogota D.C.,Mecanica,1997.0
Off-Road,Willys,Engativa,Azul,3.0,Gasolina,1000.0,Cj6 1968,4L 1600 CC,17000000.0,Bogota D.C.,Mecanica,1997.0
Camioneta,Toyota,Medellin,Gris,5.0,Gasolina,276000.0,Burbuja,4.5,65000000.0,Antioquia,Mecanica,1997.0
Sedan,Hyundai,Medellin,Gris,4.0,Gasolina,180000.0,Accent,1.5,7800000.0,Antioquia,Mecanica,1997.0
Hatchback,Chevrolet,Kennedy,Blanco,5.0,Gasolina,30.0,Corsa,1300,10999000.0,Bogota D.C.,Mecanica,1997.0
Sedan,Mitsubishi,Usme,Verde,5.0,Gasolina y gas,240000.0,Montero,2.0,19500000.0,Bogota D.C.,Mecanica,1997.0
Pick-Up,Toyota,Villavicencio,Rojo,2.0,Gasolina,331250.0,Hilux,2400,28000000.0,Meta,Mecanica,1997.0
Hatchback,Renault,Kennedy,Verde,5.0,Gasolina,244000.0,Clio,1.4,10000000.0,Bogota D.C.,Mecanica,1997.0
Camioneta,Toyota,Barranquilla,Blanco,2.0,Gasolina y gas,1234567.0,Hilux,"1,6",12000000.0,Atlantico,Mecanica,1997.0
Pick-Up,Toyota,Santa Rosa De Cabal,Blanco,2.0,Gasolina,221000.0,Land Cruiser,4.5,60000000.0,Risaralda,Mecanica,1997.0
Hatchback,Daewoo,Cali,Blanco,5.0,Gasolina,280000.0,Cielo,1.6,6800000.0,Valle Del Cauca,Mecanica,1997.0
Pick-Up,Chevrolet,Usaquen,Blanco,2.0,Gasolina,170000.0,Cheyenne,5.7,25000000.0,Bogota D.C.,Mecanica,1997.0
Sedan,Renault,Riosucio,Gris,4.0,Gasolina,120000.0,R9,1.4,10500000.0,Caldas,Mecanica,1997.0
Pick-Up,Nissan,Bucaramanga,Azul,2.0,Gasolina,1.0,D21,2.4,25000.0,Santander,Mecanica,1997.0
Sedan,Mazda,Pasto,Blanco,3.0,Gasolina,1.0,Modelo cupe,2.0,7200000.0,Narino,Mecanica,1997.0
Pick-Up,Mazda,Suba,Plateado,2.0,Gasolina,200000.0,B2200,2.2,26000000.0,Bogota D.C.,Mecanica,1997.0
Convertible,Pontiac,Fontibon,Rojo,2.0,Gasolina,5000.0,Transamm,V8,60000000.0,Bogota D.C.,Automatica,1997.0
Sedan,Chevrolet,Barrancabermeja,Azul,4.0,Gasolina,140000.0,Swift,1.3,7500000.0,Santander,Mecanica,1997.0
Pick-Up,Mazda,Duitama,Gris,2.0,Gasolina,30.0,B2200,2.2,27000000.0,Boyaca,Mecanica,1997.0
Pick-Up,Chevrolet,Medellin,Gris,2.0,Gasolina,137000.0,LUV,2.3,27000000.0,Antioquia,Mecanica,1997.0
Sedan,Nissan,Barranquilla,Gris,4.0,Gasolina,225000.0,Sentra,1.6,9500000.0,Atlantico,Mecanica,1997.0
Furgon,Chevrolet,Palmira,Blanco,5.0,Gasolina,92000.0,Super carry,1.0,11500000.0,Valle Del Cauca,Mecanica,1997.0
Camioneta,Hyundai,Cali,Rojo,5.0,Gasolina,36000.0,Elantra,1.8,10000000.0,Valle Del Cauca,Mecanica,1997.0
Camioneta,Toyota,Usaquen,Verde,5.0,Gasolina,189000.0,Burbuja,4.5,46000000.0,Bogota D.C.,Mecanica,1997.0
Pick-Up,Ford,Suba,Gris,2.0,Gasolina,131806.0,Ranger,2.3,22000000.0,Bogota D.C.,Mecanica,1997.0
Hatchback,Daewoo,El Dovi,Gris,5.0,Gasolina,350000.0,Tico,0.8,7000000.0,Valle Del Cauca,Mecanica,1997.0
Sedan,Hyundai,Engativa,Gris,4.0,Gasolina,280000.0,Elantra,1.8,9800000.0,Bogota D.C.,Mecanica,1997.0
Camioneta,Peugeot,Duitama,Gris,4.0,Gasolina,198259.0,97,1.6,8000000.0,Boyaca,Mecanica,1997.0
Sedan,Mazda,Suba,Gris,4.0,Gasolina,195500.0,ALLEGRO,1.3,9500000.0,Bogota D.C.,Mecanica,1997.0
Pick-Up,Mitsubishi,Armenia,Verde,2.0,Gasolina,300.0,L200,2.0,24000000.0,Quindio,Mecanica,1997.0
Hatchback,Nissan,Medellin,Gris,2.0,Diesel,111.0,1997,1.6,2200000.0,Antioquia,Mecanica,1997.0
Camioneta,Toyota,Cartagena De Indias,Gris,5.0,Gasolina,363000.0,Land Cruiser,4.5,48000000.0,Bolivar,Mecanica,1997.0
Camioneta,Ford,Cali,Azul,5.0,Gasolina,250000.0,Festiva,2.0,7000000.0,Valle Del Cauca,Mecanica,1997.0
Sedan,Chevrolet,Kennedy,Gris,2.0,Gasolina,100000.0,1995,2.0,60000000.0,Bogota D.C.,Mecanica,1997.0
Pick-Up,Chevrolet,Suba,Blanco,4.0,Gasolina,310000.0,Silverado,5.0,21000000.0,Bogota D.C.,Mecanica,1997.0
Sedan,Subaru,Soacha,Gris,4.0,Gasolina,221326.0,Impreza,1.6,10400000.0,Cundinamarca,Mecanica,1997.0
Camioneta,Toyota,Usaquen,Gris,5.0,Gasolina,198000.0,Land Cruiser,4.5,58000000.0,Bogota D.C.,Mecanica,1997.0
Hatchback,Volkswagen,Chapinero,Azul,5.0,Gasolina,276000.0,Golf,1.8,10000000.0,Bogota D.C.,Mecanica,1997.0
Camioneta,Mitsubishi,Bosa,Blanco,5.0,Gasolina,334000.0,Montero,3.0,27500000.0,Bogota D.C.,Mecanica,1997.0
Camioneta,Ford,Planadas,Blanco,5.0,Gasolina,100000.0,Explorer,4.0,6000000.0,Tolima,Mecanica,1997.0
Pick-Up,Chevrolet,San Cristobal Sur,Gris,2.0,Gasolina,250000.0,Cheyenne,5.7,25000000.0,Bogota D.C.,Mecanica,1997.0
Pick-Up,Ford,Rionegro,Verde,2.0,Diesel,200000.0,Ford,FE42 Nissan,39900000.0,Antioquia,Mecanica,1996.0
Pick-Up,Chevrolet,Engativa,Verde,2.0,Gasolina y gas,300000.0,Cheyenne,5.7,16500000.0,Bogota D.C.,Automatica,1996.0
Sedan,Renault,Pereira,Blanco,4.0,Gasolina,299000.0,R9,1.4,6500000.0,Risaralda,Mecanica,1996.0
Camioneta,Toyota,Engativa,Blanco,5.0,Gasolina,286000.0,Land Cruiser,4.5,80000000.0,Bogota D.C.,Mecanica,1996.0
Pick-Up,Chevrolet,Suba,Blanco,2.0,Gasolina,250000.0,LUV,1.6,25500000.0,Bogota D.C.,Mecanica,1996.0
Hatchback,Volkswagen,Usaquen,Plateado,5.0,Gasolina,177400.0,Golf,1.8,11500000.0,Bogota D.C.,Mecanica,1996.0
Hatchback,Citroen,Suba,Blanco,5.0,Gasolina,100000.0,Xantia,2.0,10500000.0,Bogota D.C.,Mecanica,1996.0
Camioneta,Ford,Manizales,Blanco,2.0,Diesel,1.0,Bronco,2.0,33000000.0,Caldas,Mecanica,1996.0
Sedan,Ford,Yumbo,Blanco,4.0,Gasolina,277166.0,Festiva,1.3,7500000.0,Valle Del Cauca,Mecanica,1996.0
Camioneta,Renault,Kennedy,Verde,5.0,Gasolina,200000.0,21,1.6,5300000.0,Bogota D.C.,Mecanica,1996.0
Sedan,Chevrolet,Cali,Verde,4.0,Gasolina,100000.0,BELAIR,135,17500000.0,Valle Del Cauca,Automatica,1996.0
Pick-Up,Chevrolet,Ciudad Bolivar,Gris,2.0,Gasolina,306000.0,LUV,2.3,23000000.0,Bogota D.C.,Mecanica,1996.0
Sedan,Renault,Chiquinquira,Gris,4.0,Gasolina,10000.0,R9,1.6,7000000.0,Boyaca,Mecanica,1996.0
Off-Road,Land Rover,Florencia,Verde,3.0,Gasolina,250000.0,1979,2500,25000000.0,Caqueta,Mecanica,1996.0
Camioneta,Jeep,Chapinero,Amarillo,2.0,Gasolina,100000.0,Willys,6 en linea,25000000.0,Bogota D.C.,Mecanica,1996.0
Camioneta,Chevrolet,Itagui,Blanco,5.0,Gasolina,500000.0,Samurai,1.3,28000000.0,Antioquia,Mecanica,1996.0
Camioneta,Chevrolet,Don Matias,Rojo,4.0,Gasolina,250000.0,1996,1600,30000000.0,Antioquia,Mecanica,1996.0
Sedan,Ford,Pasto,Azul,3.0,Gasolina,25970.0,F-250,2.0,18000000.0,Narino,Mecanica,1996.0
Pick-Up,Land Rover,Belen De Los Andaquies,Marron,2.0,Gasolina,300000.0,108,LAND ROVER,16000000.0,Caqueta,Mecanica,1996.0
Sedan,Mitsubishi,Barrios Unidos,Rojo,4.0,Gasolina,290000.0,Lancer,1.3,8000000.0,Bogota D.C.,Mecanica,1996.0
Sedan,Mercedes-Benz,Usaquen,Dorado,4.0,Gasolina,206000.0,Clase C,1.8,23000000.0,Bogota D.C.,Mecanica,1996.0
Hatchback,Hyundai,Bosa,Gris,5.0,Gasolina,1.0,Accent,1.5,7300000.0,Bogota D.C.,Mecanica,1996.0
Sedan,Chevrolet,Medellin,Blanco,4.0,Gasolina,165000.0,Swift,1.3,6800000.0,Antioquia,Mecanica,1996.0
Hatchback,Mazda,Girardot,Gris,5.0,Gasolina,220000.0,323,1.6,11000000.0,Cundinamarca,Mecanica,1996.0
Camioneta,Mercedes-Benz,Teusaquillo,Blanco,5.0,Gasolina,130000.0,280 SE,2.0,24500000.0,Bogota D.C.,Mecanica,1996.0
Hatchback,Chevrolet,Candelaria,Gris,5.0,Gasolina,232587.0,Corsa,1.3,10000000.0,Valle Del Cauca,Mecanica,1996.0
Camioneta,Jeep,Tulua,Gris,5.0,Gasolina,187330.0,Cherokee,4.0,15500000.0,Valle Del Cauca,Mecanica,1996.0
Furgon,Fiat,San Cristobal Sur,Gris,2.0,Gasolina,343494.0,Fiorino,1.3,10000000.0,Bogota D.C.,Mecanica,1996.0
Sedan,Mercedes-Benz,Bucaramanga,Blanco,4.0,Gasolina,130000.0,Clase E,3.2,30000000.0,Santander,Mecanica,1996.0
Camioneta,Ford,Soacha,Rojo,2.0,Gasolina,280000.0,Econoline,302,17000000.0,Cundinamarca,Mecanica,1996.0
Sedan,Mitsubishi,Rafael Uribe Uribe,Gris,4.0,Gasolina,320000.0,Lancer,1.3,9500000.0,Bogota D.C.,Mecanica,1996.0
Sedan,Mercedes-Benz,Cota,Gris,4.0,Gasolina,200000.0,Clase C,2.8,18500000.0,Cundinamarca,Mecanica,1996.0
Camioneta,Mitsubishi,Chiquinquira,Blanco,5.0,Gasolina,288500.0,Montero,2.6,17900000.0,Boyaca,Mecanica,1996.0
Hatchback,Land Rover,Villeta,Negro,2.0,Diesel,123456.0,1970,2.226,35000000.0,Cundinamarca,Mecanica,1996.0
Camioneta,Chevrolet,Palmira,Verde,2.0,Gasolina,1.0,1964,2.0,12000000.0,Valle Del Cauca,Mecanica,1996.0
Camioneta,Land Rover,Usaquen,Gris,4.0,Gasolina,150000.0,Range Rover,2.0,43000000.0,Bogota D.C.,Automatica,1996.0
Camioneta,Sprint,Fusagasuga,Blanco,4.0,Gasolina,64.0,1996,2.0,7000000.0,Cundinamarca,Mecanica,1996.0
Off-Road,Land Rover,Rionegro,Celeste,2.0,Gasolina,1.0,Santana,2.0,45000000.0,Antioquia,Mecanica,1996.0
Pick-Up,Mazda,Ubate,Blanco,2.0,Gasolina,240000.0,B2200,2.2,14000000.0,Cundinamarca,Mecanica,1996.0
Hatchback,Nissan,La Estrella,Azul,5.0,Gasolina y gas,267295.0,1996,1.6,22000000.0,Antioquia,Mecanica,1996.0
Sedan,Jeep,Caldas,Blanco,5.0,Gasolina,249000.0,Grand Cherokee,1.6,25000000.0,Antioquia,Automatica,1996.0
Hatchback,Mazda,Envigado,Blanco,5.0,Gasolina,224000.0,323,1.3,7500000.0,Antioquia,Mecanica,1996.0
Camioneta,Nissan,Cali,Gris,5.0,Gasolina,160000.0,Pathfinder,3.3,22000000.0,Valle Del Cauca,Mecanica,1996.0
Hatchback,Peugeot,Engativa,Rojo,5.0,Gasolina,183158.0,306,2.0,12000000.0,Bogota D.C.,Mecanica,1996.0
Hatchback,Chevrolet,Envigado,Blanco,5.0,Gasolina,73320.0,Swift,1.0,13000000.0,Antioquia,Mecanica,1996.0
Station Wagon,Subaru,Kennedy,Rojo,5.0,Gasolina,343500.0,Impreza GL,1.6,16000000.0,Bogota D.C.,Mecanica,1996.0
Camioneta,Mazda,Medellin,Gris,4.0,Gasolina,7.0,626,1.6,5500.0,Antioquia,Automatica,1996.0
Camioneta,Mitsubishi,Chia,Plateado,5.0,Gasolina,170000.0,Montero,3.0,36500000.0,Cundinamarca,Mecanica,2003.0
Pick-Up,Toyota,Bucaramanga,Gris,4.0,Gasolina,217847.0,Hilux,2.4,54000000.0,Santander,Mecanica,2003.0
Hatchback,Chevrolet,Usaquen,Plateado,5.0,Gasolina,121000.0,Corsa,1.6,13500000.0,Bogota D.C.,Mecanica,2003.0
Station Wagon,Kia,Kennedy,Plateado,5.0,Gasolina,97000.0,Grand Sportage,2000,22800000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Chevrolet,Suba,Gris,4.0,Gasolina,170000.0,Esteem,1300,12900000.0,Bogota D.C.,Mecanica,2003.0
Hatchback,Chevrolet,Engativa,Rojo,4.0,Gasolina,108850.0,Alto,1000,12500000.0,Bogota D.C.,Mecanica,2003.0
Hatchback,Peugeot,Suba,Gris,5.0,Gasolina,234574.0,206,1.4,11800000.0,Bogota D.C.,Mecanica,2003.0
Hatchback,Renault,Medellin,Gris,5.0,Gasolina,196000.0,Clio,1.4,13900000.0,Antioquia,Mecanica,2003.0
Camioneta,Mitsubishi,Suba,Plateado,5.0,Gasolina,201810.0,Outlander,2.4,24000000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Nissan,Suba,Blanco,5.0,Gasolina,225288.0,Sentra,2.0,13800000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Renault,Usaquen,Dorado,5.0,Gasolina,170000.0,Clio,2.0,13900000.0,Bogota D.C.,Mecanica,2003.0
Camioneta,Citroen,Suba,Gris,5.0,Gasolina,180000.0,Xsara,2000,14500000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Mazda,Usaquen,Azul,5.0,Gasolina,160000.0,323,1300,11500000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Skoda,Bosa,Verde,4.0,Gasolina,129000.0,Octavia,1800,18500000.0,Bogota D.C.,Mecanica,2003.0
Camioneta,Hyundai,Bosa,Gris,5.0,Gasolina,165000.0,Santa Fe,2.7,24000000.0,Bogota D.C.,Mecanica,2003.0
Hatchback,Renault,Pereira,Blanco,5.0,Gasolina,17000.0,Clio,1.4,11000.0,Risaralda,Mecanica,2003.0
Sedan,Chevrolet,Rionegro,Gris,4.0,Gasolina,200000.0,Corsa,1.8,14000000.0,Antioquia,Mecanica,2003.0
Sedan,Renault,Santa Barbara,Blanco,4.0,Gasolina,287000.0,Symbol,1.4,10800000.0,Antioquia,Mecanica,2003.0
Pick-Up,Mazda,Rionegro,Blanco,2.0,Gasolina,276871.0,B2200,2.2,34000000.0,Antioquia,Mecanica,2003.0
Furgon,Mitsubishi,Girardot,Blanco,5.0,Gasolina y gas,250000.0,L300,2.0,15000000.0,Cundinamarca,Automatica,2003.0
Camioneta,Toyota,Cali,Blanco,5.0,Gasolina,251000.0,Prado,3.4,45000000.0,Valle Del Cauca,Mecanica,2003.0
Furgon,Chevrolet,Cali,Gris,2.0,Gasolina,76000.0,Super carry,1.0,18000000.0,Valle Del Cauca,Mecanica,2003.0
Hatchback,Chevrolet,Bogota,Gris,5.0,Gasolina,210000.0,Corsa,1.4,12000000.0,Cundinamarca,Mecanica,2003.0
Sedan,Skoda,Suba,Rojo,4.0,Gasolina,124500.0,SuperB,2.8,22900000.0,Bogota D.C.,Automatica,2003.0
Sedan,Renault,Usme,Gris,4.0,Gasolina,156300.0,Megane,1.4,12300000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Mazda,Armenia,Blanco,4.0,Gasolina,100000.0,323,1.3,6000000.0,Quindio,Mecanica,2003.0
Sedan,Chevrolet,Kennedy,Blanco,4.0,Gasolina,152200.0,Astra,1.8,12000000.0,Bogota D.C.,Mecanica,2003.0
Furgon,Chevrolet,Ibague,Blanco,2.0,Gasolina,27000.0,Super carry,1.0,13000000.0,Tolima,Mecanica,2003.0
Sedan,Chevrolet,Cali,Gris,4.0,Gasolina,144.0,Corsa,1.4,11500000.0,Valle Del Cauca,Mecanica,2003.0
Hatchback,Hyundai,Cali,Blanco,2.0,Gasolina,114000.0,Tiburon,1.6,26800000.0,Valle Del Cauca,Mecanica,2003.0
Sedan,Renault,La Estrella,Blanco,4.0,Gasolina,66800.0,Symbol,1.4,13400000.0,Antioquia,Automatica,2003.0
Sedan,Renault,Pereira,Gris,4.0,Gasolina,20000.0,Symbol,2.0,10000000.0,Risaralda,Mecanica,2003.0
Sedan,Skoda,Tunja,Blanco,4.0,Gasolina,254145.0,Fabia,1.4,12000000.0,Boyaca,Mecanica,2003.0
Sedan,Mazda323,Villavicencio,Gris,4.0,Gasolina y gas,90000.0,2003 Al dia,2.0,8000000.0,Meta,Mecanica,2003.0
Camioneta,Ford,Barrios Unidos,Blanco,5.0,Diesel,400000.0,Econoline,1.6,55000000.0,Bogota D.C.,Automatica,2003.0
Hatchback,Land Rover,Restrepo,Gris,5.0,Diesel,225000.0,Discovery,2.0,65000000.0,Meta,Mecanica,2003.0
Sedan,Chevrolet,Soledad,Blanco,4.0,Gasolina,1.0,Esteem,1.3,6500000.0,Atlantico,Mecanica,2003.0
Sedan,Kia,Teusaquillo,Blanco,4.0,Diesel,319000.0,Pregio,1.6,25000000.0,Bogota D.C.,Mecanica,2003.0
Pick-Up,Chevrolet,Medellin,Blanco,2.0,Diesel,300095.0,LUV,2.8,32000000.0,Antioquia,Mecanica,2003.0
Hatchback,Renault,Itagui,Blanco,5.0,Gasolina,214.0,Clio,1.4,10000000.0,Antioquia,Mecanica,2003.0
Hatchback,Mazda,Usaquen,Blanco,5.0,Gasolina,240000.0,ALLEGRO,1.3,16000000.0,Bogota D.C.,Mecanica,2003.0
Sedan,Mazda,Pereira,Gris,4.0,Gasolina,1.0,ALLEGRO,1.3,15000000.0,Risaralda,Mecanica,2003.0
Camioneta,Subaru,Suba,Blanco,5.0,Gasolina,160000.0,Outback,2.5,24500000.0,Bogota D.C.,Mecanica,2003.0
Camioneta,Toyota,Usaquen,Blanco,5.0,Gasolina,163000.0,Land Cruiser,4.5,112000000.0,Bogota D.C.,Mecanica,2003.0
Camioneta,Hyundai,Usaquen,Gris,5.0,Gasolina,488310.0,Grace,2.4,23000000.0,Bogota D.C.,Mecanica,2003.0
Hatchback,Renault,Manizales,Blanco,5.0,Gasolina,250000.0,Twingo,1.2,10650000.0,Caldas,Mecanica,2003.0
Camioneta,Volkswagen,Soacha,Negro,5.0,Gasolina,217694.0,Gol,1800,12000000.0,Cundinamarca,Mecanica,2002.0
Sedan,Chevrolet,Valledupar,Azul,5.0,Gasolina,272180.0,Astra,2.0,11000000.0,Cesar,Mecanica,2002.0
Hatchback,Chevrolet,Medellin,Blanco,3.0,Gasolina,168000.0,Corsa,1.6,10300000.0,Antioquia,Mecanica,2002.0
Pick-Up,Ford,Chia,Negro,2.0,Gasolina,15000.0,F-150,5.4,35500000.0,Cundinamarca,Automatica,2002.0
Station Wagon,Renault,Usaquen,Gris,5.0,Gasolina,172000.0,Scenic,1.6,13900000.0,Bogota D.C.,Mecanica,2002.0
Hatchback,Peugeot,Suba,Azul,5.0,Gasolina,115000.0,206,1.4,13100000.0,Bogota D.C.,Mecanica,2002.0
